"Asia","Saudi Arabia","M","D","Weightlifting","0","0","0","223218"
"Asia","Bahrain","F","C","Shooting","0","0","0","223219"
"Asia","Kuwait","M","D","Shooting","0","0","0","223220"
"Asia","Kuwait","M","A","Shooting","0","0","0","223221"
"Europe","Sweden","F","D","Swimming","0","0","0","223222"
"South America","Argentina","M","D","Sailing","0","0","0","223223"
"Europe","Norway","F","C","Handball","1","0","0","223224"
"South America","Brazil","F","B","Judo","0","0","0","223225"
"Europe","Great Britain","F","C","Football","0","0","0","223226"
"North America","Honduras","M","B","Football","0","0","0","223227"
"North America","Mexico","M","B","Archery","0","0","0","223228"
"North America","Cuba","M","D","Weightlifting","0","0","0","223229"
"South America","Colombia","F","C","Judo","0","0","1","223230"
"South America","Brazil","M","C","Volleyball","0","1","0","223231"
"Asia","United Arab Emirates","M","B","Football","0","0","0","223232"
"North America","Cuba","F","B","Canoe Sprint","0","0","0","223233"
"North America","Costa Rica","M","C","Cycling - Road","0","0","0","223234"
"Africa","Ethiopia","M","A","Athletics","0","0","0","223235"
"Asia","Uzbekistan","F","A","Swimming","0","0","0","223236"
"South America","Brazil","M","D","Volleyball","0","1","0","223237"
"South America","Colombia","F","C","Judo","0","0","0","223238"
"Europe","Spain","M","D","Hockey","0","0","0","223239"
"Africa","Nigeria","F","B","Athletics","0","0","0","223240"
"Europe","Sweden","M","B","Athletics","0","0","0","223241"
"Europe","Austria","M","D","Equestrian","0","0","0","223242"
"Africa","Egypt","F","A","Shooting","0","0","0","223243"
"North America","Bahamas","F","D","Athletics","0","0","0","223244"
"Europe","Belarus","F","B","Cycling - Road","0","0","0","223245"
"Africa","Nigeria","M","B","Basketball","0","0","0","223246"
"Africa","Nigeria","M","B","Basketball","0","0","0","223247"
"South America","Brazil","F","C","Handball","0","0","0","223248"
"Europe","Spain","F","C","Handball","0","0","1","223249"
"Africa","Botswana","M","A","Athletics","0","1","0","223250"
"Africa","Ghana","F","A","Weightlifting","0","0","0","223251"
"Africa","Morocco","M","C","Football","0","0","0","223252"
"Africa","Tunisia","F","B","Wrestling","0","0","0","223253"
"Africa","Morocco","M","B","Football","0","0","0","223254"
"Asia","Democratic People's ","F","D","Judo","1","0","0","223255"
"Europe","France","F","C","Athletics","0","0","0","223256"
"North America","United States of Ame","F","B","Water Polo","1","0","0","223257"
"Asia","Japan","M","C","Judo","0","0","0","223258"
"Europe","Belarus","M","C","Athletics","0","0","0","223259"
"Asia","Russian Federation","M","B","Swimming","0","0","0","223260"
"Oceania","Australia","M","D","Basketball","0","0","0","223261"
"Europe","Denmark","F","C","Shooting","0","0","0","223262"
"North America","United States of Ame","F","B","Swimming","1","0","0","223263"
"North America","United States of Ame","F","B","Swimming","0","1","0","223264"
"North America","United States of Ame","M","C","Volleyball","0","0","0","223265"
"Europe","Great Britain","F","B","Basketball","0","0","0","223266"
"Europe","Sweden","F","D","Athletics","0","0","0","223267"
"Europe","Sweden","M","C","Handball","0","1","0","223268"
"Europe","Sweden","M","D","Handball","0","1","0","223269"
"Asia","Japan","F","D","Football","0","1","0","223270"
"Asia","Japan","M","B","Football","0","0","0","223271"
"Europe","Bulgaria","M","D","Cycling - Road","0","0","0","223272"
"Europe","Portugal","M","D","Sailing","0","0","0","223273"
"South America","Colombia","F","B","Football","0","0","0","223274"
"South America","Venezuela","F","C","Wrestling","0","0","0","223275"
"Europe","Germany","M","D","Volleyball","0","0","0","223276"
"South America","Brazil","M","C","Athletics","0","0","0","223277"
"Asia","Russian Federation","M","D","Athletics","0","0","0","223278"
"Asia","Russian Federation","F","A","Swimming","0","0","0","223279"
"Asia","Kyrgyzstan","F","C","Athletics","0","0","0","223280"
"Asia","Russian Federation","F","B","Swimming","0","0","0","223281"
"Europe","Cyprus","M","D","Shooting","0","0","0","223282"
"Europe","Cyprus","F","A","Shooting","0","0","0","223283"
"Oceania","Australia","M","B","Judo","0","0","0","223284"
"Europe","Ukraine","M","C","Wrestling","0","1","0","223285"
"Europe","France","M","B","Rowing","0","0","0","223286"
"Europe","Ukraine","F","C","Cycling - Road","0","0","0","223287"
"Europe","Romania","F","D","Rowing","0","0","0","223288"
"Asia","Mongolia","M","C","Swimming","0","0","0","223289"
"South America","Argentina","M","D","Shooting","0","0","0","223290"
"Europe","Bulgaria","M","C","Wrestling","0","0","0","223291"
"Europe","Norway","F","B","Athletics","0","0","0","223292"
"Europe","Italy","M","C","Sailing","0","0","0","223293"
"Asia","Kazakhstan","M","B","Athletics","0","0","0","223294"
"Africa","Ghana","F","C","Athletics","0","0","0","223295"
"Asia","Iran","M","C","Weightlifting","0","1","0","223296"
"Oceania","Palau","F","D","Judo","0","0","0","223297"
"Europe","Hungary","F","A","Water Polo","0","0","0","223298"
"South America","Ecuador","F","B","Wrestling","0","0","0","223299"
"North America","United States of Ame","M","C","Basketball","1","0","0","223300"
"Oceania","Australia","M","B","Judo","0","0","0","223301"
"Asia","India","F","C","Athletics","0","0","0","223302"
"South America","Brazil","F","C","Beach Volleyball","0","0","0","223303"
"Africa","Angola","M","B","Athletics","0","0","0","223304"
"Asia","Russian Federation","M","B","Basketball","0","0","1","223305"
"Asia","Russian Federation","F","B","Water Polo","0","0","0","223306"
"Asia","Russian Federation","F","A","Water Polo","0","0","0","223307"
"Asia","Russian Federation","F","D","Cycling - Road","0","0","0","223308"
"Europe","Czech Republic","F","C","Rowing","0","0","0","223309"
"Europe","Czech Republic","F","B","Rowing","0","0","0","223310"
"Europe","Finland","M","B","Weightlifting","0","0","0","223311"
"Asia","Russian Federation","F","D","Athletics","1","1","0","223312"
"South America","Brazil","M","A","Football","0","0","0","223313"
"Asia","Turkey","M","D","Athletics","0","0","0","223314"
"Asia","Russian Federation","M","C","Volleyball","1","0","0","223315"
"Europe","France","M","C","Fencing","0","0","0","223316"
"Europe","Portugal","M","C","Table Tennis","0","0","0","223317"
"Africa","South Africa","M","D","Athletics","0","0","0","223318"
"North America","Mexico","M","B","Football","1","0","0","223319"
"Asia","Japan","F","C","Volleyball","0","0","1","223320"
"Asia","Qatar","F","A","Swimming","0","0","0","223321"
"Europe","Spain","M","D","Shooting","0","0","0","223322"
"South America","Colombia","M","C","Cycling - Track","0","0","0","223323"
"Europe","Poland","M","B","Rowing","0","0","0","223324"
"Africa","Uganda","M","A","Athletics","0","0","0","223325"
"Asia","Japan","M","C","Cycling - Road","0","0","0","223326"
"North America","Mexico","M","B","Football","1","0","0","223327"
"South America","Chile","M","C","Athletics","0","0","0","223328"
"South America","Chile","M","C","Athletics","0","0","0","223329"
"South America","Brazil","F","B","Athletics","0","0","0","223330"
"Oceania","New Zealand","M","B","Cycling - Track","0","0","0","223331"
"Europe","Great Britain","M","D","Basketball","0","0","0","223332"
"Oceania","New Zealand","M","D","Hockey","0","0","0","223333"
"Africa","Nigeria","M","D","Basketball","0","0","0","223334"
"Europe","Italy","F","C","Athletics","0","0","0","223335"
"Africa","Ethiopia","F","B","Athletics","0","0","0","223336"
"South America","Colombia","F","A","Athletics","0","0","0","223337"
"North America","Cuba","M","B","Wrestling","0","0","0","223338"
"Europe","Latvia","M","C","Athletics","0","0","0","223339"
"South America","Uruguay","M","D","Football","0","0","0","223340"
"South America","Colombia","M","A","Athletics","0","0","0","223341"
"South America","Ecuador","F","A","Swimming","0","0","0","223342"
"South America","Colombia","F","C","Football","0","0","0","223343"
"South America","Uruguay","M","B","Football","0","0","0","223344"
"North America","Dominican Republic","F","B","Volleyball","0","0","0","223345"
"Asia","Turkey","M","B","Athletics","0","0","0","223346"
"Asia","Japan","F","B","Football","0","0","0","223347"
"South America","Colombia","F","B","Football","0","0","0","223348"
"South America","Colombia","F","B","Football","0","0","0","223349"
"South America","Peru","F","C","Athletics","0","0","0","223350"
"Europe","Great Britain","F","B","Cycling - Road","0","1","0","223351"
"Oceania","New Zealand","M","B","Rowing","0","0","0","223352"
"North America","United States of Ame","F","C","Water Polo","1","0","0","223353"
"North America","Canada","M","D","Athletics","0","0","0","223354"
"North America","United States of Ame","F","D","Cycling - Road","1","0","0","223355"
"Oceania","Australia","M","B","Swimming","0","0","0","223356"
"Europe","Iceland","M","B","Swimming","0","0","0","223357"
"Europe","Germany","F","D","Cycling - Road","0","1","0","223358"
"Europe","Italy","F","C","Volleyball","0","0","0","223359"
"South America","Argentina","M","D","Volleyball","0","0","0","223360"
"South America","Ecuador","M","B","Weightlifting","0","0","0","223361"
"Africa","Mauritius","F","A","Swimming","0","0","0","223362"
"Asia","Israel","M","B","Judo","0","0","0","223363"
"Europe","Serbia","F","C","Shooting","0","0","0","223364"
"South America","Ecuador","M","B","Athletics","0","0","0","223365"
"Asia","Russian Federation","F","C","Basketball","0","0","0","223366"
"Asia","Uzbekistan","M","C","Athletics","0","0","0","223367"
"Europe","Moldova","M","A","Swimming","0","0","0","223368"
"Europe","Cyprus","F","C","Athletics","0","0","0","223369"
"Africa","Nigeria","M","B","Table Tennis","0","0","0","223370"
"Europe","Serbia","F","C","Shooting","0","0","0","223371"
"Europe","Estonia","M","B","Wrestling","0","0","0","223372"
"Europe","Greece","F","C","Beach Volleyball","0","0","0","223373"
"Europe","Sweden","F","C","Tennis","0","0","0","223374"
"Europe","Belarus","F","B","Athletics","0","0","0","223375"
"Asia","Iran","M","B","Athletics","0","0","0","223376"
"Asia","Russian Federation","F","B","Athletics","0","0","0","223377"
"Asia","Kuwait","F","C","Shooting","0","0","0","223378"
"Europe","Lithuania","F","C","Modern Pentathlon","1","0","0","223379"
"Asia","Japan","M","D","Beach Volleyball","0","0","0","223380"
"Asia","Japan","F","C","Hockey","0","0","0","223381"
"Asia","Uzbekistan","F","B","Athletics","0","0","0","223382"
"Europe","Great Britain","F","C","Football","0","0","0","223383"
"Asia","Iran","M","D","Athletics","0","0","0","223384"
"Europe","Azerbaijan","M","A","Wrestling","1","0","0","223385"
"Asia","Pakistan","F","B","Athletics","0","0","0","223386"
"Europe","Azerbaijan","F","D","Shooting","0","0","0","223387"
"Oceania","Australia","F","A","Swimming","0","0","0","223388"
"Asia","Kyrgyzstan","M","C","Athletics","0","0","0","223389"
"Europe","Sweden","F","B","Football","0","0","0","223390"
"Africa","Eritrea","M","D","Athletics","0","0","0","223391"
"Oceania","Australia","F","D","Shooting","0","0","0","223392"
"South America","Peru","M","C","Rowing","0","0","0","223393"
"Europe","France","F","B","Swimming","0","0","0","223394"
"Europe","Italy","M","C","Fencing","1","0","0","223395"
"Africa","Egypt","M","B","Table Tennis","0","0","0","223396"
"Africa","Ethiopia","F","C","Athletics","0","0","0","223397"
"Africa","Ethiopia","F","B","Athletics","0","0","1","223398"
"Africa","Algeria","F","B","Judo","0","0","0","223399"
"Europe","Belarus","F","C","Athletics","0","0","0","223400"
"Europe","Finland","M","C","Athletics","0","0","0","223401"
"Africa","Nigeria","F","C","Athletics","0","0","0","223402"
"Africa","Morocco","M","D","Wrestling","0","0","0","223403"
"Asia","Turkey","M","B","Weightlifting","0","0","0","223404"
"Europe","Serbia","M","B","Volleyball","0","0","0","223405"
"Africa","Cameroon","F","C","Athletics","0","0","0","223406"
"Asia","Qatar","M","A","Swimming","0","0","0","223407"
"Europe","Cyprus","M","C","Cycling - Mountain B","0","0","0","223408"
"Asia","Turkey","M","C","Athletics","0","0","0","223409"
"North America","Bahamas","M","C","Athletics","0","0","0","223410"
"North America","Jamaica","F","B","Swimming","0","0","0","223411"
"Oceania","Guam","F","B","Athletics","0","0","0","223412"
"Oceania","Australia","M","D","Triathlon","0","0","0","223413"
"Europe","Iceland","M","C","Handball","0","0","0","223414"
"Africa","Morocco","M","C","Judo","0","0","0","223415"
